id,image_path,mainclass,latent_vector,cluster_label,cluster_center_distance
162,큐티숏진자켓_옐로우.jpg,outer,"0.0,0.0,0.0,0.8998224,0.0,0.15289453,2.5821576,2.7377634,0.9058187,0.0,0.0,1.3820375,0.0,0.0,0.43167692,0.0,0.0,0.0,0.0,0.0,0.0,4.6513147,4.9161816,0.0,0.0,0.38291085,5.0325327,0.5536121,0.0,1.9903328,0.0,0.0,0.0,0.32904387,0.5270895,0.69171834,0.0,0.0,0.0,1.2934947,0.0,0.0,1.177254,0.0,2.7258735,1.2552509,1.8307519,0.69055283,0.43460393,1.4276459,0.0,0.0,0.0,0.0,0.016423523,2.0797238,0.5284307,0.0,0.5152768,0.0,0.0,1.7074888,0.9550148,2.0261097",3,1.3617380857467651
163,크롭 모헤어 가디건 [블랙].jpg,outer,"0.0,0.0,0.0,0.66271657,0.0,0.0,1.768194,2.5785458,0.4617776,0.0,0.0,1.7543002,0.0,0.0,0.11932856,0.0,0.0,0.0,0.0,0.0,0.0,4.8308883,4.8324747,0.0,0.0,0.50924313,5.011838,0.18596995,0.0,1.6402495,0.0,0.0,0.0,1.0293134,0.93922657,0.78595126,0.0,0.0,0.0,1.5571916,0.0,0.0,1.3303133,0.0,3.122173,1.1318853,1.5075319,0.49448156,0.21804273,1.5483067,0.0,0.0,0.0,0.0,0.05014074,1.9791172,0.47036913,0.0,0.54744315,0.0,0.0,1.9740303,0.7978179,2.2933314",13,0.6949658393859863
164,크롭 싱글 자켓 숏 팬츠 셋업.jpg,outer,"0.0,0.0,0.5026419,0.48843613,0.0,0.0,2.4215498,3.0345213,0.0,0.0,0.0,1.7414685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33609402,4.6467686,5.261554,0.0,0.0,0.3117864,5.3130946,0.0,0.0,1.7100755,0.0,0.0,0.0,0.74236757,0.5524853,1.0676253,0.0,0.0,0.0,1.7610173,0.0,0.0,1.6384412,0.0,3.7128215,0.95996225,1.406526,0.6067791,0.13375938,1.695704,0.0,0.0,0.0,0.0,0.0,1.485256,0.68411875,0.0,0.53346205,0.0,0.0,1.9643071,0.6381233,2.5687857",2,1.2117633819580078
165,크롭 울 자켓 3JK109.jpg,outer,"0.0,0.0,0.0,0.5872337,0.06695257,0.0,1.7063924,2.6121657,0.3066601,0.0,0.0,1.8956703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14401686,5.0421786,5.0979376,0.0,0.0,0.20379066,5.0434046,0.43487597,0.0,1.6735651,0.0,0.0,0.0,1.0897002,0.85341954,0.63672435,0.0,0.0,0.0,1.5430596,0.0,0.0,1.2823112,0.0,3.3121057,1.2278682,1.7807235,0.6390372,0.19044936,1.4452989,0.0,0.0,0.0,0.0,0.0,1.8196728,0.6409112,0.0,0.760593,0.0,0.0,1.7266335,1.0166981,2.1499712",11,0.7167284488677979
166,클래식 더블 롱코트 블랙 001.jpg,outer,"0.0,0.0,0.0,0.37360638,0.21149439,0.0,1.858058,2.8447666,0.122953564,0.0,0.0,1.6542459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011753142,5.0209503,4.9202385,0.0,0.0,0.45677727,5.231856,0.0,0.0,1.8875283,0.0,0.0,0.0,0.672865,0.6811856,0.99625605,0.0,0.0,0.0,1.8003864,0.0,0.0,1.0822769,0.0,3.0736783,1.06853,1.7807992,0.45363048,0.0,1.6139666,0.0,0.0,0.0,0.0,0.058627546,1.8393589,0.8678535,0.0,0.6152729,0.0,0.0,1.7838197,0.52895486,2.269754",12,0.8405874967575073
167,클래식 더블 버튼 자켓 4JK029.jpg,outer,"0.0,0.0,0.0,1.1668702,0.0,0.0,2.0311513,2.7647376,0.0,0.0,0.0,1.7476416,0.0,0.0,0.1464594,0.0,0.0,0.0,0.0,0.0,0.5369475,4.887271,5.4147925,0.0,0.0,0.0,5.242481,0.14208066,0.0,1.7434739,0.0,0.0,0.0,0.41368014,0.53760785,0.66482794,0.0,0.0,0.0,1.30311,0.0,0.0,1.4745688,0.0,2.6669307,0.9968629,1.3732052,0.66643584,0.0,2.076383,0.0,0.0,0.0,0.0,0.0,1.3528156,0.62552077,0.0,0.79648405,0.0,0.0,2.2452774,0.8675641,2.560125",4,1.1612470149993896
168,클래식 데님 자켓_2colors.jpg,outer,"0.0,0.0,0.0,0.3330172,0.17835751,0.0,1.8962384,2.702177,0.12877156,0.0,0.0,1.9262158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0536957,4.8511,0.0,0.0,0.2798159,5.186063,0.13330102,0.0,1.6433418,0.0,0.0,0.0,1.0962014,0.7049638,1.066996,0.0,0.0,0.0,1.7755891,0.0,0.0,1.330124,0.0,3.3426259,1.042821,1.6990798,0.61566323,0.14544833,1.4898137,0.0,0.0,0.0,0.0,0.025620699,1.7041633,0.4551074,0.0,0.7828467,0.0,0.0,1.7903522,0.8603446,2.4335458",2,0.6337115168571472
169,테일러드 울 카라 자켓 M3C104.jpg,outer,"0.0,0.0,0.0,0.39461863,0.0,0.0,1.7900156,2.624918,0.07001415,0.0,0.0,1.6077808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.220123,5.056944,0.0,0.0,0.6373501,5.073722,0.0,0.0,1.744959,0.0,0.0,0.0,1.1786473,0.79258794,0.52746135,0.0,0.0,0.0,1.6287243,0.0,0.0,1.4333804,0.0,3.2705812,1.112805,1.9236239,0.4961433,0.0,1.4627268,0.0,0.0,0.0,0.0,0.0,2.1064432,0.44285697,0.0,0.66421586,0.0,0.0,1.8573971,0.9660153,2.101784",11,0.5239488482475281
170,테일러드 원버튼 체크 자켓 _1H61203.jpg,outer,"0.0,0.0,0.0,0.43635327,0.0,0.0,1.8233583,2.8970559,0.18865891,0.0,0.0,1.6781552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.051385,4.9651937,0.0,0.0,0.42595923,5.19419,0.17682171,0.0,1.7776012,0.0,0.0,0.0,1.0874805,0.8889472,0.51949507,0.0,0.0,0.0,1.4929997,0.0,0.0,1.3075824,0.0,3.2009196,1.3150115,1.9024053,0.5783329,0.0,1.5056019,0.0,0.0,0.0,0.0,0.0,1.8682034,0.58604175,0.0,0.5848461,0.0,0.0,1.86503,0.90958303,2.1319342",11,0.5062506794929504
171,투버튼 박시핏 자켓 [차콜].jpg,outer,"0.0,0.0,0.0,0.5211867,0.0,0.0,1.8122708,2.8827958,0.2181446,0.0,0.0,1.6798083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0398283,4.8780484,0.0,0.0,0.45197248,5.1161137,0.05205214,0.0,1.6793476,0.0,0.0,0.0,0.8380501,0.7264163,0.7776289,0.0,0.0,0.0,1.7434428,0.0,0.0,1.2418804,0.0,3.0283446,1.0860885,1.8191261,0.55670965,0.0,1.5333622,0.0,0.0,0.0,0.0,0.0,1.8840945,0.6532811,0.0,0.64913356,0.0,0.0,1.6864306,0.7635845,2.2279196",11,0.5824064612388611
172,투웨이 비건충전재 숏 패딩 4CT014.jpg,outer,"0.0,0.0,0.04398179,0.6788192,0.080087155,0.0,1.47854,2.8915021,0.0,0.0,0.0,1.9864016,0.0,0.0,0.0991621,0.0,0.0,0.0,0.0,0.0,0.25079623,4.6132,4.934114,0.0,0.0,0.18346047,5.012208,0.2300291,0.0,1.590193,0.0,0.0,0.0,0.59532,0.61941534,1.042745,0.0,0.0,0.0,1.7381376,0.0,0.0,1.5228832,0.0,2.9790072,1.2816958,1.779327,0.5575098,0.07425964,1.4264187,0.0,0.0,0.0,0.0,0.0,1.5999414,0.88116616,0.0,0.763466,0.0,0.0,2.3128276,0.74039435,2.0691803",2,1.1135549545288086
173,투웨이 싱글버튼 자켓 [베이지].jpg,outer,"0.0,0.0,0.0,1.072237,0.0,0.0,1.9080621,2.6885855,0.0,0.0,0.0,1.8233607,0.0,0.0,0.23498052,0.0,0.0,0.0,0.0,0.0,0.45451286,5.000498,5.213348,0.02149105,0.0,0.3330511,5.147795,0.22811472,0.0,1.4608365,0.0,0.0,0.0,0.63605726,0.8458006,0.88449687,0.0,0.0,0.0,1.5008404,0.0,0.0,1.6082082,0.0,2.580758,1.4838746,1.5834026,0.7187615,0.16299856,1.8150505,0.0,0.0,0.0,0.0,0.0,1.6635039,0.713617,0.0,0.7843551,0.0,0.0,2.3251266,1.2145435,2.3789263",13,1.1627936363220217
174,퍼 트리밍 퀄팅 패딩 점퍼 (BDHJY2687).jpg,outer,"0.0,0.0,0.0,0.5242855,0.1442013,0.0,1.8467784,2.6906586,0.21964756,0.0,0.0,1.8888204,0.0,0.0,0.19597101,0.0,0.0,0.0,0.0,0.0,0.0,5.291013,5.068049,0.0,0.0,0.27277708,5.227357,0.0,0.0,1.7993591,0.0,0.0,0.0,0.9813745,1.0957215,1.2301066,0.0013854504,0.0,0.0,1.8081989,0.0,0.0,1.5503669,0.0,3.3338656,0.724886,2.2904618,0.85427016,0.30641532,2.0690303,0.0,0.0,0.0,0.0,0.62170166,2.1085873,0.002485305,0.0,0.9592037,0.0,0.0,2.1378565,0.9795209,2.7822633",0,1.1862232685089111
175,퍼 포인트 패딩 점퍼 _ 핑크.jpg,outer,"0.0,0.0,0.0,0.9375865,0.13808557,0.0,2.0681133,2.7456982,0.23725708,0.0,0.0,1.3912604,0.0,0.0,0.36128116,0.0,0.0,0.0,0.0,0.0,0.0,4.7038655,4.9549704,0.0,0.0,0.25311995,5.0807533,0.57241833,0.0,1.6142763,0.0,0.0,0.0,0.7508963,0.89829046,1.3200054,0.0,0.0,0.0,1.4539186,0.0,0.0,1.4141933,0.0,3.429421,0.9228326,1.5432471,1.1967273,0.09695721,1.5950769,0.0,0.0,0.0,0.0,0.010995865,1.7714927,0.3801301,0.0,0.6214792,0.0,0.0,1.9186246,0.5434656,2.2100618",13,1.116126298904419
176,퍼프 울 체크 코트 _ 핑크.jpg,outer,"0.0,0.0,0.05745834,0.38546777,0.120319754,0.0,2.1590815,3.0705996,0.020038188,0.0,0.0,1.686783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0113106,4.4345875,4.9162254,0.0,0.0,0.32537544,5.2221756,0.0,0.0,2.0436,0.0,0.0,0.0,0.78302526,0.39997604,0.50763106,0.0,0.0,0.0,1.8623705,0.0,0.0,1.3282425,0.0,3.2653978,1.1766241,1.2238811,0.0,0.27167904,1.8407141,0.0,0.0,0.0,0.0,0.0,1.2018135,0.8291252,0.0,0.96974397,0.0,0.0,2.4237366,0.5499338,2.3025548",9,0.8501566052436829
177,펠리토 카라나시집업.jpg,outer,"0.0,0.0,0.003521055,1.1851249,0.0,0.0,1.7448872,2.6186192,0.4137203,0.0,0.0,2.1449742,0.0,0.0,0.23594439,0.0,0.0,0.0,0.0,0.0,0.08454028,4.342361,4.6354914,0.0,0.0,0.34490693,5.065655,0.2789117,0.0,1.5569146,0.0,0.0,0.0,0.23876247,1.0442905,1.1726446,0.0,0.0,0.0,1.446245,0.0,0.0,1.9685335,0.0,2.8259501,0.81995153,1.9243716,0.82441103,0.2934271,1.8724418,0.0,0.0,0.0,0.0,0.0,1.3964753,0.7224587,0.0,0.9605029,0.0,0.0,2.4812527,0.8367505,2.1154695",8,1.223827242851257
178,프레이드 핸드메이드 하프 코트_L_Pink B1WAH812_21.jpg,outer,"0.0,0.0,0.0,1.2607257,0.0,0.0,1.9405603,3.1463814,0.122075975,0.0,0.0,1.8875082,0.0,0.0,0.012939811,0.0,0.0,0.0,0.0,0.0,0.8925921,4.564454,4.430916,0.0,0.0,0.11460006,4.6085806,0.37439513,0.0,1.2693555,0.0,0.0,0.0,0.70440555,0.9679195,1.3295527,0.27777442,0.0,0.0,1.4032061,0.0,0.0,1.3030386,0.0,3.004839,0.8368226,1.9869236,0.7499353,0.39575565,1.2913693,0.0,0.0,0.0,0.0,0.0,1.4061522,0.37560165,0.0,0.8646484,0.0,0.0,2.1142197,1.0835112,2.5698826",4,1.478977918624878
179,프렌치 울 맥 코트 _ 퍼플.jpg,outer,"0.0,0.0,0.0,0.8198162,0.0,0.0,2.3481817,2.809942,0.26063734,0.0,0.0,1.7365669,0.0,0.0,0.12339741,0.0,0.0,0.0,0.0,0.0,0.3845943,4.4889965,4.800068,0.0,0.0,0.0,4.9651423,0.19555736,0.0,1.5647728,0.0,0.0,0.0,0.6465099,0.6383098,1.4994856,0.0,0.0,0.0,1.6361487,0.0,0.0,1.2928045,0.0,2.8816314,1.2124598,1.5266845,0.3379277,0.41348267,1.6260809,0.0,0.0,0.0,0.0,0.0,1.5112818,0.51418346,0.0,0.78345686,0.0,0.0,2.4377122,0.9609945,2.2087195",4,0.8095651865005493
180,하이넥 집업 점퍼.jpg,outer,"0.0,0.0,0.0,0.67450947,0.0,0.0,2.1204214,2.4180188,0.27199557,0.0,0.0,2.0578434,0.0,0.0,0.41430974,0.0,0.0,0.0,0.0,0.0,0.0,4.578053,4.8419194,0.0,0.0,0.2782104,5.364352,0.45047033,0.0,1.3326089,0.0,0.0,0.0,1.1103724,1.0408916,1.4829428,0.0,0.0,0.0,1.1212133,0.0,0.0,1.4965739,0.0,2.5196643,1.0580214,1.8058273,1.0925918,0.49289787,1.3776941,0.0,0.0,0.0,0.0,0.23359486,1.7779281,0.60102636,0.0,0.7522446,0.0,0.0,2.1471314,0.40923727,2.5067997",6,1.2618582248687744
181,하이넥 투웨이 집업 자켓 4JK032.jpg,outer,"0.0,0.0,0.0,0.58623874,0.095623285,0.0,2.0527947,2.7092106,0.31374148,0.0,0.0,1.8996446,0.0,0.0,0.060234606,0.0,0.0,0.0,0.0,0.0,0.034185052,4.8940687,5.087908,0.0,0.0,0.25052643,5.3507214,0.26008046,0.0,1.5480561,0.0,0.0,0.0,1.0604434,0.9520056,0.8836489,0.0,0.0,0.0,1.7385395,0.0,0.0,1.27546,0.0,3.1420643,1.2793634,1.7555176,0.67823726,0.13475204,1.6181642,0.0,0.0,0.0,0.0,0.13280195,1.8005639,0.41469902,0.0,0.6666024,0.0,0.0,1.9140091,0.71386874,2.4987836",2,0.550595760345459
182,하프 슬리브 트위드 자켓 M3B112.jpg,outer,"0.0,0.0,0.0,0.79379594,0.40116656,0.0,1.9515588,2.8527286,0.0,0.0,0.0,1.6143845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37801117,5.1929836,5.075551,0.0,0.0,0.11366391,5.520232,0.058579445,0.0,1.6825544,0.0,0.0,0.0,0.94359535,0.74527764,0.68679404,0.1926037,0.0,0.0,1.9262486,0.0,0.0,1.8711174,0.0,3.036656,0.8287736,1.837337,0.7467101,0.06654167,1.9720083,0.0,0.0,0.0,0.0,0.0,1.4230769,0.27624792,0.0,0.85542786,0.0,0.0,2.2889457,1.1405294,2.6575208",10,1.16728937625885
183,허리스트링 후드 점퍼_VVCCLXS2341.png,outer,"0.0,0.0,0.0,0.47464156,0.07598823,0.0,2.2942655,2.7213,0.09817207,0.0,0.0,1.6020046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1451683,4.8229017,0.0,0.0,0.18113005,5.214043,0.096499324,0.0,1.7876718,0.0,0.0,0.0,0.7076199,0.6731049,0.8847394,0.0,0.0,0.0,1.9052609,0.0,0.0,1.2160171,0.0,3.2048166,1.3995935,1.7491431,0.7530781,0.39873683,1.4961622,0.0,0.0,0.0,0.0,0.30008698,1.882625,0.519731,0.0,0.71498847,0.0,0.0,2.2083583,0.7213782,2.618443",2,0.8500914573669434
184,헤링본 퀼팅 숏 코트 [BROWN] _ W22W02203.jpg,outer,"0.0,0.0,0.0,0.7381075,0.09922464,0.0,2.3034697,2.9060628,0.0,0.0,0.0,1.5593269,0.0,0.0,0.13648975,0.0,0.0,0.0,0.0,0.0,0.30228412,5.15799,4.897558,0.0,0.0,0.30555487,5.2696934,0.31854844,0.0,1.7518965,0.0,0.0,0.0,0.545468,0.7054218,1.2062938,0.0,0.0,0.0,1.4779959,0.0,0.0,1.2075171,0.0,3.2326698,1.3273344,2.1767285,0.894133,0.28916144,1.6888664,0.0,0.0,0.0,0.0,0.0,1.8859546,0.5582696,0.0,0.9792549,0.0,0.0,2.4205306,0.71953946,2.4244802",2,1.1181172132492063
0,WOMAN 플리티드 데님 스커트 [DARK BLUE] _ WBC1L13504.jpg,skirt,"0.012977004,0.7996079,0.0,1.7373328,0.0,0.20609069,0.0,0.0,0.0,1.3242913,4.3990836,0.0,0.0987789,0.0,0.0,0.1915673,1.4456811,0.0,0.0,2.4517696,3.3405006,0.0,0.76770526,0.0,0.0,3.007435,0.0,0.19671041,2.260549,1.7085303,0.106746554,1.6300397,0.0,0.1626679,0.7541528,0.0,0.0,0.0,2.5761447,1.8225464,0.33061618,0.0,0.0,3.0435357,0.83152753,1.4976066,0.29490548,0.79731834,0.0,0.0,0.0,0.0,1.9219179,3.622189,1.7449151,0.0,4.2616463,0.0,2.5939782,0.0,0.0,0.0,0.5494226,0.0",6,0.5448710322380066
1,건빵 롱 스커트.jpg,skirt,"0.0,0.3946205,0.0,1.4837236,0.0,0.26544785,0.0,0.0,0.0,1.2389376,4.4796896,0.0,0.0,0.0,0.0,0.09581733,1.652227,0.0,0.0,2.3353739,3.4209735,0.0,0.6722896,0.0,0.0,3.1385984,0.0,0.18503676,2.720293,1.3812983,0.0,1.9287668,0.0,0.0,1.2292068,0.0,0.0,0.0,2.5146132,1.7223923,0.29001826,0.0,0.0,3.1655083,0.91573167,1.4060636,0.20672607,1.1014848,0.0,0.0,0.0,0.0,2.091235,3.393878,1.6336062,0.0,4.3129435,0.0,2.4798555,0.0,0.0,0.0,0.8011551,0.0",11,0.5109250545501709
2,고방 체크 플레어 스커트.jpg,skirt,"0.0,0.0,0.0,1.478154,0.0,0.07261288,0.0,0.0,0.0,1.35415,4.67223,0.0,0.0,0.0,0.0,0.20049834,1.3272235,0.0,0.0,2.7535439,3.4733102,0.0,0.6133441,0.0,0.0,3.5207791,0.0,0.0,2.944991,0.93468565,0.08926706,1.7528312,0.0,0.0,0.51774883,0.0,0.0,0.0,2.4406128,1.7823035,0.31081426,0.0,0.0,3.515767,0.580508,1.695016,0.2501012,0.6282558,0.0,0.0,0.0,0.0,1.8431814,3.9280457,0.9352468,0.0,4.331649,0.0,2.8212137,0.0,0.0,0.0,0.45433605,0.0",3,0.9227091073989868
3,골드 스터드 샤틴 스커트.jpg,skirt,"0.0,0.5541266,0.0,1.4787565,0.0,0.18010533,0.0,0.0,0.0,1.3757188,4.5253625,0.0,0.0,0.0,0.0,0.18172443,1.1256876,0.0,0.0,2.6665928,3.4628606,0.0,0.95705426,0.0,0.0,3.0272312,0.0,0.07706249,2.3622727,1.388563,0.0,1.3217837,0.0,0.0,0.70723367,0.0,0.0,0.0,2.3248136,1.8574626,0.3970704,0.0,0.0,3.1939511,1.0665641,1.3822895,0.27645624,0.5787008,0.0,0.016080976,0.0,0.0,1.6093284,3.4366312,1.5430148,0.0,4.4340687,0.0,2.4060664,0.0,0.0,0.0,0.75248307,0.0",0,0.7454587817192078
4,골드버튼 트임 스커트.jpg,skirt,"0.0,0.0,0.0,1.1420443,0.0,0.0,0.0,0.0,0.0,1.4889218,4.8675594,0.0,0.4139701,0.0,0.0,0.09468603,1.9214144,0.0,0.0,2.6261525,3.4599493,0.0,0.39685667,0.0,0.0,4.0429387,0.0,0.0,3.1511815,0.7485827,0.0,1.8422654,0.0,0.0,0.9445982,0.0,0.0,0.0,2.648407,1.9263881,0.14202228,0.0,0.0,2.8907492,0.29775178,1.9424772,0.0,0.7516173,0.0,0.0,0.0,0.0,1.6315408,3.5707014,0.57179874,0.0,4.2477074,0.0,3.0709925,0.0,0.0,0.0,0.29882497,0.0",3,1.2413256168365479
5,글렌 체크 미디 스커트 YW20S038.jpeg,skirt,"0.0,0.6703142,0.0,1.6656549,0.0,0.06294924,0.0,0.0,0.0,1.551216,4.413328,0.0,0.0,0.0,0.0,0.30199194,1.2095468,0.0,0.0,2.3311267,3.3329856,0.0,0.77472585,0.0,0.0,3.0105598,0.0,0.2346943,2.4377189,1.3816428,0.0,1.2803347,0.0,0.0,0.9965255,0.0,0.0,0.0,2.1461644,1.5543844,0.3124494,0.0,0.0,3.2294734,0.8674511,1.5993557,0.412086,0.26969975,0.0,0.0,0.0,0.0,1.9101752,3.440746,1.5328693,0.0,4.326822,0.0,2.6549633,0.0,0.0,0.0,0.4323119,0.0",6,0.8527243137359619
6,글렌 체크 사이드 레더 스커트 YW20S037.jpeg,skirt,"0.0,0.5386659,0.0,1.5827804,0.0,0.20183325,0.0,0.0,0.0,1.3345728,4.3694067,0.0,0.041564316,0.0,0.0,0.42123073,1.4741218,0.0,0.0,2.311923,3.2004325,0.0,0.7702378,0.0,0.0,3.0893784,0.0,0.06424877,2.3789964,1.5825822,0.0678018,1.6926543,0.0,0.0,0.91709876,0.0,0.0,0.0,2.199297,1.9302783,0.4950017,0.0,0.0,3.098958,1.0680435,1.4711773,0.27314985,0.50423056,0.0,0.013784558,0.0,0.0,1.8596711,3.4054935,1.6123734,0.0,4.2984743,0.0,2.4154346,0.0,0.0,0.0,0.5927463,0.0",6,0.685917317867279
7,글로리 샤스커트.jpg,skirt,"0.0,0.15957525,0.0,1.3855345,0.0,0.0,0.0,0.0,0.0,1.181885,4.4410944,0.0,0.0,0.0,0.0,0.0,1.1892003,0.0,0.0,2.3270984,3.5134249,0.0,0.80482286,0.0,0.0,3.568552,0.0,0.0,2.798483,1.3214753,0.50550383,1.8626202,0.0,0.030484915,0.7613182,0.0,0.0,0.0,2.614233,2.0697412,0.18392858,0.0,0.0,3.6184587,0.6058685,1.5497665,0.17328596,0.0465914,0.0,0.0,0.0,0.0,2.128364,3.4884443,1.2589252,0.0,4.442399,0.0,2.5854275,0.0,0.0,0.0,0.53467834,0.0",2,0.9194847941398621
8,글로시 스팽글 스커트.jpg,skirt,"0.32766503,0.6766542,0.0,1.4132974,0.0,0.26753289,0.0,0.0,0.0,1.123424,4.339971,0.0,0.0,0.0,0.0,0.22851735,1.3007491,0.0,0.0,2.4069915,3.498233,0.0,0.74325484,0.0,0.0,2.9726899,0.0,0.23947379,2.4475136,1.5841045,0.0035096407,1.690401,0.0,0.059269547,0.8448986,0.0,0.0,0.0,2.3415825,1.9125302,0.1694754,0.0,0.0,3.389364,0.85999,1.5768758,0.39252746,0.82006025,0.0,0.0,0.0,0.0,1.8981947,3.6516237,1.6291151,0.0,4.2299595,0.0,2.3902705,0.0,0.0,0.0,0.6853279,0.0",6,0.6680997014045715
9,글로시스커트_블랙.jpg,skirt,"0.0,0.673861,0.0,1.2639525,0.0,0.0,0.0,0.0,0.0,1.5692813,4.543599,0.0,0.0,0.0,0.0,0.0,1.2514613,0.0,0.0,2.738051,3.3722143,0.0,0.81279373,0.0,0.0,2.9002786,0.0,0.0,2.4882317,1.0672935,0.0,1.422394,0.0,0.0,0.6067314,0.0,0.0,0.0,2.4880455,1.8704854,0.42199013,0.0,0.0,3.5166388,1.0313709,1.4023163,0.5516643,0.12603357,0.0,0.0,0.0,0.0,1.5593162,3.20254,1.3782914,0.0,4.4178233,0.0,2.415998,0.0,0.0,0.0,0.5278275,0.0",1,0.658126711845398
10,글로시스커트_블루.jpg,skirt,"0.0,0.43031996,0.0,1.2954509,0.0,0.0,0.0,0.0,0.0,1.4744616,4.542918,0.0,0.0,0.0,0.0,0.026139736,1.1831993,0.0,0.0,2.3958442,3.4300804,0.0,0.6803959,0.0,0.0,3.207075,0.0,0.020936787,2.6862967,1.0155693,0.037826926,1.3915179,0.0,0.0,0.9807739,0.0,0.0,0.0,2.1925263,1.9269344,0.46188557,0.0,0.0,3.38911,0.8110573,1.3970529,0.15526462,0.20559424,0.0,0.0,0.0,0.0,2.0169718,3.5560327,1.2760963,0.0,4.569333,0.0,2.8088293,0.0,0.0,0.0,0.23985907,0.0",7,0.5957700610160828
11,나뭇잎 자카드 A라인 스커트 (2color)_JDFSK037M.jpeg,skirt,"0.0,0.57685566,0.0,1.5867653,0.0,0.0,0.0,0.0,0.0,1.3845631,4.8664513,0.0,0.0,0.0,0.0,0.0,1.6919067,0.0,0.0,2.3118782,3.2635963,0.0,0.64209163,0.0,0.0,3.38034,0.0,0.006362021,2.6060927,1.7189742,0.0,1.28406,0.0,0.0,0.45316553,0.0,0.0,0.0,2.332192,2.0795546,0.38920534,0.0,0.0,3.6526253,1.1478509,1.4600282,0.2953701,0.14137393,0.0,0.0,0.0,0.0,1.2974534,3.542932,1.7187631,0.0,4.031252,0.0,2.7833092,0.0,0.09521723,0.0,0.57133245,0.0",5,1.0904642343521118
12,나이스클랍 배색 셋업 스커트 N231MWS252.jpg,skirt,"0.0,0.5517796,0.0,1.9344963,0.0,0.08046901,0.0,0.0,0.0,1.6444492,4.5018063,0.0,0.02778764,0.0,0.0,0.17495418,1.0842783,0.0,0.0,2.3913221,3.7589011,0.0,0.4787333,0.0,0.0,3.2862196,0.0,0.29461125,2.982307,0.8596302,0.4747125,1.3021641,0.0,0.0,0.16107869,0.0,0.0,0.0,2.1638079,1.7882195,0.12083846,0.0,0.0,3.3307614,0.55622935,1.3824308,0.38100147,0.0,0.0,0.0,0.0,0.0,1.9338264,3.590133,0.935372,0.0,4.7455053,0.0,2.8620486,0.0,0.0,0.0,0.031336308,0.0",7,1.3470538854599
13,나이스클랍 스팽글 스커트 N224MWS924.jpg,skirt,"0.092208505,0.7872494,0.0,1.4863881,0.0,0.013663352,0.0,0.0,0.0,1.2900354,4.4885774,0.0,0.0,0.0,0.0,0.0,1.2084353,0.0,0.0,2.401147,3.316814,0.0,0.9773151,0.0,0.0,2.907753,0.0,0.2771717,2.5194607,1.3495395,0.0,1.4512414,0.0,0.0,0.6955235,0.0,0.0,0.0,2.3789048,1.7363696,0.117571115,0.0,0.0,3.3960886,0.86095387,1.3434684,0.40363455,0.6704491,0.0,0.0,0.0,0.0,1.6345235,3.3221517,1.4918306,0.0,4.3606606,0.0,2.40482,0.0,0.0,0.0,0.51267767,0.0",6,0.7663490772247314
14,나이스클랍 이밴드 자수 스커트 N223MWS710.jpg,skirt,"0.0,0.31230226,0.0,1.7733514,0.0,0.0,0.0,0.0,0.0,1.3568273,4.4783797,0.0,0.0,0.0,0.0,0.28973144,1.2623606,0.0,0.0,2.7095108,3.4040709,0.0,0.8321951,0.0,0.0,3.1482456,0.0,0.04959798,2.4744434,1.4379265,0.19176239,1.7783796,0.0,0.0,0.85239506,0.0,0.0,0.0,2.31036,2.0414548,0.37213463,0.0,0.0,3.072558,0.77156,1.3061337,0.37579072,0.4848305,0.0,0.0,0.0,0.0,1.9238431,3.4726214,1.4669914,0.0,4.2995577,0.0,2.5007076,0.0,0.0,0.0,0.5039588,0.0",0,0.6865845918655396
15,나이스클랍(ADD) 언발 랩 스커트 A224PWSA03.jpg,skirt,"0.0,0.20816922,0.0,1.335078,0.0,0.0,0.0,0.0,0.0,1.6973616,4.872602,0.0,0.0,0.0,0.0,0.12359226,1.5939285,0.0,0.0,2.6639361,3.3646977,0.0,1.0075353,0.0,0.0,3.3898973,0.0,0.08509961,3.0425515,0.79550326,0.32977343,1.6024375,0.0,0.0,0.81812227,0.0,0.0,0.0,2.5496118,1.9860145,0.16318181,0.0,0.0,3.542344,0.8919461,1.6254797,0.0,0.17136627,0.0,0.0,0.0,0.0,1.9362626,3.3208969,1.3149959,0.0,4.250389,0.0,2.7244313,0.0,0.0,0.0,0.42101234,0.0",3,0.8123399019241333
